"participantId","ACC_1","Precision_1","Recall_1","F1_1","Annotations_1","TP_1","FP_1","FN_1","TN_1","ACC_2","Precision_2","Recall_2","F1_2","Annotations_2","TP_2","FP_2","FN_2","TN_2","ACC_3","Precision_3","Recall_3","F1_3","Annotations_3","TP_3","FP_3","FN_3","TN_3","ACC_4","Precision_4","Recall_4","F1_4","Annotations_4","TP_4","FP_4","FN_4","TN_4","ACC_5","Precision_5","Recall_5","F1_5","Annotations_5","TP_5","FP_5","FN_5","TN_5","ACC_6","Precision_6","Recall_6","F1_6","Annotations_6","TP_6","FP_6","FN_6","TN_6"
"7f62c486-98ed-4b4c-a08f-49860b891eeb",0.552,0.25,0.091,0.133,4,1,3,10,15,0.781,0.4,0.333,0.364,5,2,3,4,23,0.5,0.25,0.071,0.111,4,1,3,13,15,0.545,0.125,0.111,0.118,8,1,7,8,17,0.7,1,0.308,0.471,4,4,0,9,17,0.9,0.75,0.5,0.6,4,3,1,3,33
"d4f10d84-e3f9-4e91-8958-d487e7a98e9c",0.621,0.5,0.182,0.267,4,2,2,9,16,0.812,NA,0,NA,0,0,0,6,26,0.562,NA,0,NA,0,0,0,14,18,0.788,0.75,0.333,0.462,4,3,1,6,23,0.7,0.833,0.385,0.526,6,5,1,8,16,0.8,0.4,0.667,0.5,10,4,6,2,28
"251e12ad-9b99-4e69-a635-1610f2fd82b0",0.69,0.667,0.364,0.471,6,4,2,7,16,0.812,0.5,0.333,0.4,4,2,2,4,24,0.781,1,0.5,0.667,7,7,0,7,18,0.788,1,0.222,0.364,2,2,0,7,24,0.7,0.833,0.385,0.526,6,5,1,8,16,0.85,0.5,0.333,0.4,4,2,2,4,32
"e4db4ed0-d0f2-4fb4-a2c8-064a9c599df6",0.793,1,0.455,0.625,5,5,0,6,18,0.906,1,0.5,0.667,3,3,0,3,26,0.656,0.8,0.286,0.421,5,4,1,10,17,0.788,1,0.222,0.364,2,2,0,7,24,0.6,0.6,0.231,0.333,5,3,2,10,15,0.875,1,0.167,0.286,1,1,0,5,34
"4aca20b2-85d3-494b-ab33-9c8aac184b30",0.69,1,0.182,0.308,2,2,0,9,18,0.875,1,0.333,0.5,2,2,0,4,26,0.625,1,0.143,0.25,2,2,0,12,18,0.818,0.8,0.444,0.571,5,4,1,5,23,0.667,0.8,0.308,0.444,5,4,1,9,16,0.9,1,0.333,0.5,2,2,0,4,34
"acb2e609-9395-4678-9f52-5ba161d1423f",0.759,1,0.364,0.533,4,4,0,7,18,0.844,1,0.167,0.286,1,1,0,5,26,0.625,1,0.143,0.25,2,2,0,12,18,0.788,1,0.222,0.364,2,2,0,7,24,0.7,1,0.308,0.471,4,4,0,9,17,0.875,1,0.167,0.286,1,1,0,5,34
"8618e8a9-d75d-4a37-beae-65b2003193a7",0.586,0.4,0.182,0.25,5,2,3,9,15,0.719,0,0,NA,3,0,3,6,23,0.562,0.5,0.071,0.125,2,1,1,13,17,0.697,0.333,0.111,0.167,3,1,2,8,22,0.6,0.667,0.154,0.25,3,2,1,11,16,0.825,0.333,0.167,0.222,3,1,2,5,32
"50fc0cc6-c9b0-489e-b925-aecf6143bd11",0.793,0.857,0.545,0.667,7,6,1,5,17,0.812,0.5,0.333,0.4,4,2,2,4,24,0.688,0.833,0.357,0.5,6,5,1,9,17,0.818,0.8,0.444,0.571,5,4,1,5,23,0.7,0.75,0.462,0.571,8,6,2,7,15,0.925,1,0.5,0.667,3,3,0,3,34
"340b2a87-ce48-4c95-af52-130c31d09996",0.552,0.25,0.091,0.133,4,1,3,10,15,0.844,1,0.167,0.286,1,1,0,5,26,0.594,1,0.071,0.133,1,1,0,13,18,0.788,1,0.222,0.364,2,2,0,7,24,0.7,1,0.308,0.471,4,4,0,9,17,0.75,0,0,NA,4,0,4,6,30
"927266fc-695c-43a7-83af-db89afc7f743",0.69,0.667,0.364,0.471,6,4,2,7,16,0.875,0.75,0.5,0.6,4,3,1,3,25,0.625,0.667,0.286,0.4,6,4,2,10,16,0.758,0.667,0.222,0.333,3,2,1,7,23,0.6,0.667,0.154,0.25,3,2,1,11,16,0.925,0.8,0.667,0.727,5,4,1,2,33
"ce75f664-ea05-40e5-8928-2f4ba507badc",0.724,0.714,0.455,0.556,7,5,2,6,16,0.906,0.714,0.833,0.769,7,5,2,1,24,0.781,0.889,0.571,0.696,9,8,1,6,17,0.788,0.6,0.667,0.632,10,6,4,3,20,0.667,0.667,0.462,0.545,9,6,3,7,14,0.8,0.333,0.333,0.333,6,2,4,4,30
"21844761-9368-4247-875f-1c65e4cb4fbb",0.586,0,0,NA,1,0,1,11,17,0.875,1,0.333,0.5,2,2,0,4,26,0.656,1,0.214,0.353,3,3,0,11,18,0.818,1,0.333,0.5,3,3,0,6,24,0.733,0.778,0.538,0.636,9,7,2,6,15,0.85,NA,0,NA,0,0,0,6,34
"68588d44-6579-4519-9d57-288fe112e0f7",0.724,0.8,0.364,0.5,5,4,1,7,17,0.812,NA,0,NA,0,0,0,6,26,0.594,1,0.071,0.133,1,1,0,13,18,0.788,1,0.222,0.364,2,2,0,7,24,0.6,1,0.077,0.143,1,1,0,12,17,0.9,1,0.333,0.5,2,2,0,4,34
"f7f5a7b8-ea55-4d33-a542-ca8853cb46d8",0.586,0,0,NA,1,0,1,11,17,0.719,0,0,NA,3,0,3,6,23,0.719,1,0.357,0.526,5,5,0,9,18,0.697,0.333,0.111,0.167,3,1,2,8,22,0.667,0.8,0.308,0.444,5,4,1,9,16,0.825,0.333,0.167,0.222,3,1,2,5,32
"edde4fae-6f6c-4362-9d0d-f2851ba538b6",0.828,0.875,0.636,0.737,8,7,1,4,17,0.844,0.571,0.667,0.615,7,4,3,2,23,0.719,0.857,0.429,0.571,7,6,1,8,17,0.879,1,0.556,0.714,5,5,0,4,24,0.833,0.833,0.769,0.8,12,10,2,3,15,0.85,0.5,0.667,0.571,8,4,4,2,30
"e4d15032-93cb-4f30-b3e3-8e29d42e7be6",0.828,0.875,0.636,0.737,8,7,1,4,17,0.938,1,0.667,0.8,4,4,0,2,26,0.656,0.714,0.357,0.476,7,5,2,9,16,0.848,0.833,0.556,0.667,6,5,1,4,23,0.733,1,0.385,0.556,5,5,0,8,17,0.925,1,0.5,0.667,3,3,0,3,34
"63a8427f-3bf7-45f4-8358-851211eb18c1",0.621,NA,0,NA,0,0,0,11,18,0.812,NA,0,NA,0,0,0,6,26,0.625,0.625,0.357,0.455,8,5,3,9,15,0.758,0.667,0.222,0.333,3,2,1,7,23,0.7,0.833,0.385,0.526,6,5,1,8,16,0.875,1,0.167,0.286,1,1,0,5,34
"e2afffeb-fd7c-476a-917b-e103143320eb",0.724,1,0.273,0.429,3,3,0,8,18,0.812,NA,0,NA,0,0,0,6,26,0.562,NA,0,NA,0,0,0,14,18,0.788,1,0.222,0.364,2,2,0,7,24,0.667,0.8,0.308,0.444,5,4,1,9,16,0.85,NA,0,NA,0,0,0,6,34
"e554e11a-ccb3-4fd4-92eb-00133057f09d",0.69,0.583,0.636,0.609,12,7,5,4,13,0.938,0.75,1,0.857,8,6,2,0,24,0.781,1,0.5,0.667,7,7,0,7,18,0.848,1,0.444,0.615,4,4,0,5,24,0.767,0.8,0.615,0.696,10,8,2,5,15,0.85,NA,0,NA,0,0,0,6,34
"57c26f47-e660-4c60-acbf-3f600db22eb3",0.724,1,0.273,0.429,3,3,0,8,18,0.844,0.545,1,0.706,11,6,5,0,21,0.688,1,0.286,0.444,4,4,0,10,18,0.758,0.667,0.222,0.333,3,2,1,7,23,0.833,0.9,0.692,0.783,10,9,1,4,16,0.95,1,0.667,0.8,4,4,0,2,34
"bf9f9cfa-a052-4fd5-85f8-9525c5aaecad",0.552,0.375,0.273,0.316,8,3,5,8,13,0.594,0.182,0.333,0.235,11,2,9,4,17,0.719,0.857,0.429,0.571,7,6,1,8,17,0.697,0.429,0.333,0.375,7,3,4,6,20,0.633,0.6,0.462,0.522,10,6,4,7,13,0.85,NA,0,NA,0,0,0,6,34
"f1c234ed-3f51-4e2a-a667-628b5f6b0c71",0.621,0.5,0.182,0.267,4,2,2,9,16,0.875,1,0.333,0.5,2,2,0,4,26,0.625,0.75,0.214,0.333,4,3,1,11,17,0.788,1,0.222,0.364,2,2,0,7,24,0.6,1,0.077,0.143,1,1,0,12,17,0.875,1,0.167,0.286,1,1,0,5,34
"293c56cf-938e-4436-a89f-f1418941ed19",0.759,0.667,0.727,0.696,12,8,4,3,14,0.812,0.5,0.833,0.625,10,5,5,1,21,0.656,0.714,0.357,0.476,7,5,2,9,16,0.848,0.833,0.556,0.667,6,5,1,4,23,0.7,0.625,0.769,0.69,16,10,6,3,11,0.9,0.667,0.667,0.667,6,4,2,2,32
"088dff32-733b-49e2-a921-c4f0abdeb78a",0.621,0.5,0.273,0.353,6,3,3,8,15,0.844,0.571,0.667,0.615,7,4,3,2,23,0.625,0.667,0.286,0.4,6,4,2,10,16,0.636,0.286,0.222,0.25,7,2,5,7,19,0.7,0.7,0.538,0.609,10,7,3,6,14,0.75,0.167,0.167,0.167,6,1,5,5,29
"6d00812a-d0a9-4d6c-982d-3a49f44004ff",0.621,NA,0,NA,0,0,0,11,18,0.906,0.8,0.667,0.727,5,4,1,2,25,0.719,1,0.357,0.526,5,5,0,9,18,0.848,1,0.444,0.615,4,4,0,5,24,0.767,0.875,0.538,0.667,8,7,1,6,16,0.875,0.667,0.333,0.444,3,2,1,4,33
"7a6dabb1-199f-4a85-af35-4d6614cf3e0a",0.69,0.75,0.273,0.4,4,3,1,8,17,0.812,0.5,0.333,0.4,4,2,2,4,24,0.562,0.5,0.214,0.3,6,3,3,11,15,0.667,0.4,0.444,0.421,10,4,6,5,18,0.467,0.2,0.077,0.111,5,1,4,12,13,0.675,0,0,NA,7,0,7,6,27
"a6261860-7a09-4372-acf5-e1bb24f2bf17",0.586,0,0,NA,1,0,1,11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.758,1,0.111,0.2,1,1,0,8,24,0.6,1,0.077,0.143,1,1,0,12,17,0.825,0,0,NA,1,0,1,6,33
"0ddda046-5947-4395-a112-87dacb8d0155",0.759,1,0.364,0.533,4,4,0,7,18,0.844,1,0.167,0.286,1,1,0,5,26,0.719,1,0.357,0.526,5,5,0,9,18,0.818,1,0.333,0.5,3,3,0,6,24,0.667,0.714,0.385,0.5,7,5,2,8,15,0.9,1,0.333,0.5,2,2,0,4,34
"3d8c99c9-83fb-49ff-848e-60f05eb5f02b",0.69,0.75,0.273,0.4,4,3,1,8,17,0.938,0.833,0.833,0.833,6,5,1,1,25,0.688,1,0.286,0.444,4,4,0,10,18,0.788,0.667,0.444,0.533,6,4,2,5,22,0.8,0.769,0.769,0.769,13,10,3,3,14,0.85,0.5,0.333,0.4,4,2,2,4,32
"0fe4879b-2b97-46e9-b762-6ea60bce3c78",0.655,1,0.091,0.167,1,1,0,10,18,0.812,NA,0,NA,0,0,0,6,26,0.656,1,0.214,0.353,3,3,0,11,18,0.848,1,0.444,0.615,4,4,0,5,24,0.667,1,0.231,0.375,3,3,0,10,17,0.875,0.667,0.333,0.444,3,2,1,4,33
"4e3a30e6-b474-4f65-b802-1dd337887f1e",0.586,0.4,0.182,0.25,5,2,3,9,15,0.812,NA,0,NA,0,0,0,6,26,0.625,1,0.143,0.25,2,2,0,12,18,0.848,1,0.444,0.615,4,4,0,5,24,0.667,1,0.231,0.375,3,3,0,10,17,0.875,0.667,0.333,0.444,3,2,1,4,33
"a67c6ec2-c299-4fbd-a9e1-fd2f495cb66a",0.724,0.8,0.364,0.5,5,4,1,7,17,0.812,NA,0,NA,0,0,0,6,26,0.562,NA,0,NA,0,0,0,14,18,0.758,0.6,0.333,0.429,5,3,2,6,22,0.667,1,0.231,0.375,3,3,0,10,17,0.85,NA,0,NA,0,0,0,6,34
"f04305a9-cce4-48e2-98f0-bc94fea91fef",0.793,1,0.455,0.625,5,5,0,6,18,0.812,NA,0,NA,0,0,0,6,26,0.688,1,0.286,0.444,4,4,0,10,18,0.818,1,0.333,0.5,3,3,0,6,24,0.667,0.8,0.308,0.444,5,4,1,9,16,0.85,NA,0,NA,0,0,0,6,34
"fe87d746-0765-4213-8c09-1ec2ed666965",0.552,0.25,0.091,0.133,4,1,3,10,15,0.75,0.333,0.333,0.333,6,2,4,4,22,0.688,1,0.286,0.444,4,4,0,10,18,0.818,1,0.333,0.5,3,3,0,6,24,0.633,0.75,0.231,0.353,4,3,1,10,16,0.925,1,0.5,0.667,3,3,0,3,34
"e3e37abf-e5d7-42b9-accf-70f72a2bc227",0.724,1,0.273,0.429,3,3,0,8,18,0.938,0.75,1,0.857,8,6,2,0,24,0.562,0.5,0.214,0.3,6,3,3,11,15,0.758,1,0.111,0.2,1,1,0,8,24,0.633,0.667,0.308,0.421,6,4,2,9,15,0.875,1,0.167,0.286,1,1,0,5,34
"f7f97388-4a06-42c3-91d3-f1217d62e8ba",0.586,0,0,NA,1,0,1,11,17,0.688,0.167,0.167,0.167,6,1,5,5,21,0.625,0.75,0.214,0.333,4,3,1,11,17,0.788,1,0.222,0.364,2,2,0,7,24,0.667,0.615,0.615,0.615,13,8,5,5,12,0.75,0.167,0.167,0.167,6,1,5,5,29
"49934615-20f9-4cbb-90dd-aa7b91d52b79",0.621,NA,0,NA,0,0,0,11,18,0.812,0.5,0.333,0.4,4,2,2,4,24,0.438,0.25,0.143,0.182,8,2,6,12,12,0.727,NA,0,NA,0,0,0,9,24,0.6,0.571,0.308,0.4,7,4,3,9,14,0.75,0.3,0.5,0.375,10,3,7,3,27
"cc48384a-4553-46ea-9f8e-31c413692fd5",0.655,0.667,0.182,0.286,3,2,1,9,17,0.812,NA,0,NA,0,0,0,6,26,0.562,NA,0,NA,0,0,0,14,18,0.727,NA,0,NA,0,0,0,9,24,0.633,1,0.154,0.267,2,2,0,11,17,0.825,0,0,NA,1,0,1,6,33
"87188204-4ef7-4323-9f1a-3cd396c4154d",0.759,1,0.364,0.533,4,4,0,7,18,0.844,1,0.167,0.286,1,1,0,5,26,0.688,0.833,0.357,0.5,6,5,1,9,17,0.909,1,0.667,0.8,6,6,0,3,24,0.667,0.714,0.385,0.5,7,5,2,8,15,0.875,1,0.167,0.286,1,1,0,5,34
"2941b219-f3cf-4a1f-92f4-6bc24ce825e6",0.724,0.8,0.364,0.5,5,4,1,7,17,0.938,0.833,0.833,0.833,6,5,1,1,25,0.625,0.75,0.214,0.333,4,3,1,11,17,0.848,1,0.444,0.615,4,4,0,5,24,0.767,0.875,0.538,0.667,8,7,1,6,16,0.95,1,0.667,0.8,4,4,0,2,34
"6ae55e59-cd7c-4251-b541-2a6a4732f8db",0.621,0.5,0.182,0.267,4,2,2,9,16,0.844,0.6,0.5,0.545,5,3,2,3,24,0.812,0.9,0.643,0.75,10,9,1,5,17,0.758,0.6,0.333,0.429,5,3,2,6,22,0.6,0.529,0.692,0.6,17,9,8,4,9,0.925,1,0.5,0.667,3,3,0,3,34
"94eb3a81-e5dc-40ee-b406-b4a571d7ca7e",0.69,1,0.182,0.308,2,2,0,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,1,0.071,0.133,1,1,0,13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.75,0.462,0.571,8,6,2,7,15,0.725,0.222,0.333,0.267,9,2,7,4,27
"302bb91b-b8ee-4487-9fea-e5641f1c9aef",0.483,0.167,0.091,0.118,6,1,5,10,13,0.625,0,0,NA,6,0,6,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727,NA,0,NA,0,0,0,9,24,0.633,0.667,0.308,0.421,6,4,2,9,15,0.8,0.333,0.333,0.333,6,2,4,4,30
"2375cc5b-9d82-4a58-a08f-62447609fb0b",0.621,NA,0,NA,0,0,0,11,18,0.844,1,0.167,0.286,1,1,0,5,26,0.594,0.667,0.143,0.235,3,2,1,12,17,0.788,0.75,0.333,0.462,4,3,1,6,23,0.733,1,0.385,0.556,5,5,0,8,17,0.9,1,0.333,0.5,2,2,0,4,34
"b7126d53-8c0a-476f-95b8-f9b2887bf9e1",0.724,0.8,0.364,0.5,5,4,1,7,17,0.875,1,0.333,0.5,2,2,0,4,26,0.5,0.25,0.071,0.111,4,1,3,13,15,0.879,0.778,0.778,0.778,9,7,2,2,22,0.667,0.667,0.462,0.545,9,6,3,7,14,0.825,0.333,0.167,0.222,3,1,2,5,32
"b02940f8-646e-4159-a9b6-d56c07330a0d",0.69,1,0.182,0.308,2,2,0,9,18,0.812,NA,0,NA,0,0,0,6,26,0.562,NA,0,NA,0,0,0,14,18,0.758,1,0.111,0.2,1,1,0,8,24,0.633,1,0.154,0.267,2,2,0,11,17,0.85,NA,0,NA,0,0,0,6,34
"bc664b1b-29d4-45af-9430-b0becafb9f6e",0.621,NA,0,NA,0,0,0,11,18,0.812,NA,0,NA,0,0,0,6,26,0.656,1,0.214,0.353,3,3,0,11,18,0.758,1,0.111,0.2,1,1,0,8,24,0.633,1,0.154,0.267,2,2,0,11,17,0.875,1,0.167,0.286,1,1,0,5,34
"9bf4b10f-930d-406c-8e44-ddad395bc653",0.724,1,0.273,0.429,3,3,0,8,18,0.812,NA,0,NA,0,0,0,6,26,0.562,NA,0,NA,0,0,0,14,18,0.848,1,0.444,0.615,4,4,0,5,24,0.733,0.857,0.462,0.6,7,6,1,7,16,0.9,1,0.333,0.5,2,2,0,4,34
"673e7e34-17c9-4faa-9c93-2893f08d6fcb",0.862,0.889,0.727,0.8,9,8,1,3,17,0.938,1,0.667,0.8,4,4,0,2,26,0.594,1,0.071,0.133,1,1,0,13,18,0.818,0.8,0.444,0.571,5,4,1,5,23,0.633,0.667,0.308,0.421,6,4,2,9,15,0.925,1,0.5,0.667,3,3,0,3,34
"25b555a1-a60a-42be-a827-4f4e06209cb9",0.655,0.6,0.273,0.375,5,3,2,8,16,0.938,1,0.667,0.8,4,4,0,2,26,0.75,1,0.429,0.6,6,6,0,8,18,0.758,1,0.111,0.2,1,1,0,8,24,0.633,0.75,0.231,0.353,4,3,1,10,16,0.875,0.571,0.667,0.615,7,4,3,2,31
"f68cf55f-1baf-4bac-97c4-57405729fe6a",0.759,1,0.364,0.533,4,4,0,7,18,0.812,NA,0,NA,0,0,0,6,26,0.5,0.25,0.071,0.111,4,1,3,13,15,0.727,NA,0,NA,0,0,0,9,24,0.567,0.5,0.385,0.435,10,5,5,8,12,0.8,0.333,0.333,0.333,6,2,4,4,30
"8c6cb02c-23c2-4f04-8a09-fa115a96951d",0.69,1,0.182,0.308,2,2,0,9,18,0.812,NA,0,NA,0,0,0,6,26,0.688,1,0.286,0.444,4,4,0,10,18,0.667,0.25,0.111,0.154,4,1,3,8,21,0.667,0.8,0.308,0.444,5,4,1,9,16,0.85,NA,0,NA,0,0,0,6,34
"023ea238-ed0d-4ab5-8c13-2b2fd4a10edf",0.793,1,0.455,0.625,5,5,0,6,18,0.906,1,0.5,0.667,3,3,0,3,26,0.719,1,0.357,0.526,5,5,0,9,18,0.818,1,0.333,0.5,3,3,0,6,24,0.8,0.818,0.692,0.75,11,9,2,4,15,0.9,1,0.333,0.5,2,2,0,4,34
"3c7ca37f-77bb-456b-b6d4-bd9b689e78ff",0.759,1,0.364,0.533,4,4,0,7,18,0.844,0.571,0.667,0.615,7,4,3,2,23,0.688,0.667,0.571,0.615,12,8,4,6,14,0.788,0.667,0.444,0.533,6,4,2,5,22,0.7,0.7,0.538,0.609,10,7,3,6,14,0.85,NA,0,NA,0,0,0,6,34
"7e1c5a5e-0a3b-44ba-a3b9-31fb7c5b9ad9",0.586,0.429,0.273,0.333,7,3,4,8,14,0.938,1,0.667,0.8,4,4,0,2,26,0.719,1,0.357,0.526,5,5,0,9,18,0.788,0.75,0.333,0.462,4,3,1,6,23,0.733,0.857,0.462,0.6,7,6,1,7,16,0.9,1,0.333,0.5,2,2,0,4,34
"db9b5c37-e3fe-445a-9392-885d1f4d3151",0.862,0.889,0.727,0.8,9,8,1,3,17,0.781,0.462,1,0.632,13,6,7,0,19,0.531,0.444,0.286,0.348,9,4,5,10,13,0.758,0.571,0.444,0.5,7,4,3,5,21,0.633,0.583,0.538,0.56,12,7,5,6,12,0.75,0.333,0.667,0.444,12,4,8,2,26
"1533ad57-caa9-40ba-be51-c0a00c526cc3",0.724,0.8,0.364,0.5,5,4,1,7,17,0.875,1,0.333,0.5,2,2,0,4,26,0.688,0.833,0.357,0.5,6,5,1,9,17,0.848,1,0.444,0.615,4,4,0,5,24,0.6,0.571,0.308,0.4,7,4,3,9,14,0.85,0.5,0.167,0.25,2,1,1,5,33
"5bb2f91f-0883-41b6-bfc4-74e3737888fc",0.483,0,0,NA,4,0,4,11,14,0.656,0,0,NA,5,0,5,6,21,0.438,0.167,0.071,0.1,6,1,5,13,13,0.667,0.25,0.111,0.154,4,1,3,8,21,0.633,0.75,0.231,0.353,4,3,1,10,16,0.725,0,0,NA,5,0,5,6,29
"72f48912-de1b-48b2-85f6-b512fe85d8bd",0.621,NA,0,NA,0,0,0,11,18,0.969,1,0.833,0.909,5,5,0,1,26,0.5,0.4,0.286,0.333,10,4,6,10,12,0.879,0.857,0.667,0.75,7,6,1,3,23,0.8,0.769,0.769,0.769,13,10,3,3,14,0.85,0.5,1,0.667,12,6,6,0,28
"dc24ca0b-58b6-4891-a45c-494c8b5d1b16",0.862,1,0.636,0.778,7,7,0,4,18,0.906,1,0.5,0.667,3,3,0,3,26,0.688,1,0.286,0.444,4,4,0,10,18,0.879,0.857,0.667,0.75,7,6,1,3,23,0.667,0.714,0.385,0.5,7,5,2,8,15,0.925,1,0.5,0.667,3,3,0,3,34
"7a0e2c70-d28b-4494-9aa1-4d00d42e4204",0.69,1,0.182,0.308,2,2,0,9,18,0.75,0.375,0.5,0.429,8,3,5,3,21,0.625,0.667,0.286,0.4,6,4,2,10,16,0.636,0.385,0.556,0.455,13,5,8,4,16,0.633,0.6,0.462,0.522,10,6,4,7,13,0.8,0.25,0.167,0.2,4,1,3,5,31
"d4a01e75-accf-4800-bad2-67bf54398412",0.69,1,0.182,0.308,2,2,0,9,18,0.812,NA,0,NA,0,0,0,6,26,0.719,1,0.357,0.526,5,5,0,9,18,0.788,1,0.222,0.364,2,2,0,7,24,0.7,0.833,0.385,0.526,6,5,1,8,16,0.85,NA,0,NA,0,0,0,6,34
"14cded36-3541-40be-9345-457df926173d",0.759,0.833,0.455,0.588,6,5,1,6,17,0.906,1,0.5,0.667,3,3,0,3,26,0.719,1,0.357,0.526,5,5,0,9,18,0.818,1,0.333,0.5,3,3,0,6,24,0.733,0.778,0.538,0.636,9,7,2,6,15,0.925,1,0.5,0.667,3,3,0,3,34
"3bcc8318-041d-43d1-8064-9941489ea9e7",0.621,NA,0,NA,0,0,0,11,18,0.812,NA,0,NA,0,0,0,6,26,0.625,0.75,0.214,0.333,4,3,1,11,17,0.848,1,0.444,0.615,4,4,0,5,24,0.633,0.75,0.231,0.353,4,3,1,10,16,0.875,1,0.167,0.286,1,1,0,5,34
"11559f8c-61f2-4857-976b-528e32a5a89a",0.655,1,0.091,0.167,1,1,0,10,18,0.812,NA,0,NA,0,0,0,6,26,0.656,1,0.214,0.353,3,3,0,11,18,0.879,1,0.556,0.714,5,5,0,4,24,0.7,1,0.308,0.471,4,4,0,9,17,0.85,NA,0,NA,0,0,0,6,34
"e0a504da-8232-4e38-ae63-f5c5a8f3d474",0.621,NA,0,NA,0,0,0,11,18,0.812,NA,0,NA,0,0,0,6,26,0.688,1,0.286,0.444,4,4,0,10,18,0.758,1,0.111,0.2,1,1,0,8,24,0.567,NA,0,NA,0,0,0,13,17,0.85,NA,0,NA,0,0,0,6,34
"2d62f54b-44ce-4ca2-a095-cedc1135693c",0.69,0.667,0.364,0.471,6,4,2,7,16,0.875,0.75,0.5,0.6,4,3,1,3,25,0.625,0.667,0.286,0.4,6,4,2,10,16,0.788,0.667,0.444,0.533,6,4,2,5,22,0.667,0.714,0.385,0.5,7,5,2,8,15,0.75,0.167,0.167,0.167,6,1,5,5,29
"4d7fae55-5ec5-4d6e-a900-74f7bac19ea6",0.69,1,0.182,0.308,2,2,0,9,18,0.875,1,0.333,0.5,2,2,0,4,26,0.625,1,0.143,0.25,2,2,0,12,18,0.848,1,0.444,0.615,4,4,0,5,24,0.633,1,0.154,0.267,2,2,0,11,17,0.875,1,0.167,0.286,1,1,0,5,34
"b88402ba-51c5-4645-95c9-1a20c4d04a24",0.621,NA,0,NA,0,0,0,11,18,0.812,NA,0,NA,0,0,0,6,26,0.594,0.667,0.143,0.235,3,2,1,12,17,0.697,0.333,0.111,0.167,3,1,2,8,22,0.633,0.625,0.385,0.476,8,5,3,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6c7810e5-c4c5-4eeb-80c4-925ed68550ee",0.724,1,0.273,0.429,3,3,0,8,18,0.875,1,0.333,0.5,2,2,0,4,26,0.688,1,0.286,0.444,4,4,0,10,18,0.788,0.75,0.333,0.462,4,3,1,6,23,0.7,1,0.308,0.471,4,4,0,9,17,0.85,NA,0,NA,0,0,0,6,34
"0a639cff-ef49-4d80-bd36-13111420b377",0.621,NA,0,NA,0,0,0,11,18,0.812,NA,0,NA,0,0,0,6,26,0.594,0.6,0.214,0.316,5,3,2,11,16,0.788,0.667,0.444,0.533,6,4,2,5,22,0.6,0.556,0.385,0.455,9,5,4,8,13,0.85,NA,0,NA,0,0,0,6,34
"00fec1a6-a22e-4855-affc-3afaefd20653",0.759,0.75,0.545,0.632,8,6,2,5,16,0.781,0.429,0.5,0.462,7,3,4,3,22,0.656,0.8,0.286,0.421,5,4,1,10,17,0.788,0.75,0.333,0.462,4,3,1,6,23,0.733,0.857,0.462,0.6,7,6,1,7,16,0.825,0.429,0.5,0.462,7,3,4,3,30
"b7ae97c7-d562-403d-a964-c7d3f5519733",0.621,0.5,0.091,0.154,2,1,1,10,17,0.781,0.444,0.667,0.533,9,4,5,2,21,0.531,0.444,0.286,0.348,9,4,5,10,13,0.758,1,0.111,0.2,1,1,0,8,24,0.6,0.6,0.231,0.333,5,3,2,10,15,0.875,1,0.167,0.286,1,1,0,5,34
"11c8495f-e74f-4753-9aa8-dd2e63e898b8",0.621,0.5,0.091,0.154,2,1,1,10,17,0.812,0.5,0.667,0.571,8,4,4,2,22,0.719,1,0.357,0.526,5,5,0,9,18,0.818,1,0.333,0.5,3,3,0,6,24,0.733,0.727,0.615,0.667,11,8,3,5,14,0.925,0.8,0.667,0.727,5,4,1,2,33
"f2c6eede-c6c7-44c5-92eb-2f21a00bd892",0.793,0.857,0.545,0.667,7,6,1,5,17,1,1,1,1,6,6,0,0,26,0.656,1,0.214,0.353,3,3,0,11,18,0.788,0.75,0.333,0.462,4,3,1,6,23,0.667,0.8,0.308,0.444,5,4,1,9,16,0.925,1,0.5,0.667,3,3,0,3,34
"17debd98-82b1-40d9-9977-a9c5434181be",0.621,0.5,0.182,0.267,4,2,2,9,16,0.812,NA,0,NA,0,0,0,6,26,0.562,NA,0,NA,0,0,0,14,18,0.727,0.5,0.111,0.182,2,1,1,8,23,0.5,0,0,NA,2,0,2,13,15,0.85,NA,0,NA,0,0,0,6,34
"91072777-5568-44fd-a878-d333a7e6b212",0.69,0.75,0.273,0.4,4,3,1,8,17,0.812,NA,0,NA,0,0,0,6,26,0.688,1,0.286,0.444,4,4,0,10,18,0.818,0.8,0.444,0.571,5,4,1,5,23,0.633,0.75,0.231,0.353,4,3,1,10,16,0.85,NA,0,NA,0,0,0,6,34
