"participantId","heuristic","dataProcessingConsent","attentionCheckFailures","dataUsableForResearch","gender","age","educationLevel","englishLevel","politicalSpectrum","newsConsumption","newsOutlets","musk1","musk2","musk3","musk4","perception1","perception2","perception3","perception4","attentioncheck","perception5","perception6","perception7","perception8","perception9","detection1","detection2","detection3","detection4","detection5","detection6","annotation1","annotation2","annotation3","annotation4","annotation5","annotation6","duration","bias_perception1","bias_perception2","bias_perception3","bias_perception4","bias_perception5","bias_perception6","bias_perception7","bias_perception8","bias_perception9","bias_detection1","bias_detection2","bias_detection3","bias_detection4","bias_detection5","bias_detection6","sent_perception1","sent_perception2","sent_perception3","sent_perception4","sent_perception5","sent_perception6","sent_perception7","sent_perception8","sent_perception9","sent_detection1","sent_detection2","sent_detection3","sent_detection4","sent_detection5","sent_detection6","bel_perception1","bel_perception2","bel_perception3","bel_perception4","bel_perception5","bel_perception6","bel_perception7","bel_perception8","bel_perception9","bel_detection1","bel_detection2","bel_detection3","bel_detection4","bel_detection5","bel_detection6","truth_perception1","truth_perception2","truth_perception3","truth_perception4","truth_perception5","truth_perception6","truth_perception7","truth_perception8","truth_perception9","truth_detection1","truth_detection2","truth_detection3","truth_detection4","truth_detection5","truth_detection6","cred_perception1","cred_perception2","cred_perception3","cred_perception4","cred_perception5","cred_perception6","cred_perception7","cred_perception8","cred_perception9","cred_detection1","cred_detection2","cred_detection3","cred_detection4","cred_detection5","cred_detection6","share_perception1","share_perception2","share_perception3","share_perception4","share_perception5","share_perception6","share_perception7","share_perception8","share_perception9","share_detection1","share_detection2","share_detection3","share_detection4","share_detection5","share_detection6"
"528a531d-7059-4489-8509-56e7eed4d61f","SENTIMENT","True",1,"True","Male",56,"Bachelor’s degree","Advanced",10,"Several times per day","{}",5,5,5,5,"{""Somewhat agree"",""Moderately emotional"",""Very believable"",""Very truthful"",""Very credible"",Unlikely}","{Disagree,""Very emotional"",""Very believable"",""Very truthful"",""Very credible"",Unlikely}","{Disagree,""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{Agree,Emotional,Believable,""Moderately truthful"",""Moderately credible"",Unlikely}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Strongly agree"",""Very emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Strongly agree"",""Very emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{Agree,Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{""Strongly agree"",""Very emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{Disagree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{""Strongly agree"",""Very emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Moderately believable"",""Moderately truthful"",""Low credibility"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{}","{11,12,13,14,15,16,30,31,32,34,35,36,37,38}","{16,17,18,19,24,25,26,27,28}","{15,16,27,28,29,30,31,32,33,34}","{0,1,2,3,4,5,11,12,13,18,19,31,32,35,36,37,38,39,40,41}","{6,7,20,21,22,23,29,30,31,54,58,59,60}",25.5767499963442,1,-2,-2,2,3,3,1,2,3,-2,3,3,3,3,3,4,6,1,5,6,6,3,5,6,3,6,7,7,7,7,6,6,6,5,1,1,4,4,1,4,1,1,4,1,1,6,6,6,4,1,1,4,4,1,4,1,1,4,1,1,6,6,6,4,1,1,4,4,1,4,1,1,2,1,1,-2,-2,-3,-2,-3,-3,-2,-2,-3,-2,-3,-3,-3,-3,-3
"5027d3d8-b3f6-4c28-9a8a-a1e6ab573bc8","BIAS_BAR","True",0,"True","Female",21,"High school graduate","Advanced",-10,"Several times per month","{}",3,-3,-5,-5,"{""Somewhat agree"",""Low emotionality"",Believable,""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,""Low emotionality"",Believable,""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",Believable,""Moderately truthful"",Credible,""Very unlikely""}","{""Somewhat agree"",""Low emotionality"",Believable,Truthful,""Slightly credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Disagree,""Moderately emotional"",""Very believable"",Truthful,""Moderately credible"",""Very unlikely""}","{Agree,""Low emotionality"",""Low believability"",""Low truthfulness"",""Not at all credible"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Very believable"",Truthful,""Moderately credible"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",Believable,""Moderately truthful"",Credible,""Very unlikely""}","{Agree,""Low emotionality"",""Slightly believable"",""Low truthfulness"",""Not at all credible"",""Very unlikely""}","{Disagree,""Low emotionality"",Believable,Truthful,""Moderately credible"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Very believable"",""Very truthful"",Credible,""Very unlikely""}","{""Strongly agree"",""Slightly emotional"",""Extremely believable"",""Extremely truthful"",""Low credibility"",""Very unlikely""}","{""Strongly agree"",""Slightly emotional"",""Slightly believable"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Strongly agree"",""Moderately emotional"",""Low believability"",""Low truthfulness"",""Not at all credible"",""Very unlikely""}","{""Somewhat disagree"",""Low emotionality"",Believable,Truthful,""Moderately credible"",""Very unlikely""}","{5,13,27,40}","{16}","{11,12,13,14,16,22,24,25,26,52}","{11,22,25,33,38,39}","{0,1,3,4,5,11,15,16,18,31,32,35,38}","{6,7,29}",14.8216833313306,1,2,-3,1,-2,2,-3,-3,2,-2,1,3,3,3,-1,2,2,1,2,4,2,1,1,2,2,3,3,3,4,2,5,5,5,5,6,2,6,5,3,5,6,7,3,2,5,4,3,4,5,5,2,5,4,2,5,6,7,2,2,5,4,3,5,3,4,1,4,5,1,4,5,2,2,1,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"29f34d6d-9750-433f-98f9-75e1821fcc64","POLITICAL","True",0,"True","Male",38,"Graduate work","Advanced",1,"Once per day","{""The Wall Street Journal"",""New York Post""}",-1,2,2,2,"{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",Credible,""Very unlikely""}","{""Somewhat agree"",""Very emotional"",""Slightly believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{Disagree,""Low emotionality"",Believable,Truthful,Credible,""Neither unlikely nor likely""}","{Agree,Emotional,""Moderately believable"",""Moderately truthful"",""Slightly credible"",Unlikely}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Somewhat agree"",""Slightly emotional"",Believable,Truthful,Credible,""Somewhat unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",Credible,""Somewhat unlikely""}","{""Somewhat disagree"",""Low emotionality"",Believable,Truthful,Credible,""Somewhat unlikely""}","{""Somewhat agree"",Emotional,""Moderately believable"",""Moderately truthful"",Credible,Unlikely}","{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{Disagree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",Unlikely}","{Disagree,Emotional,""Low believability"",""Low truthfulness"",""Low credibility"",Unlikely}","{Agree,""Very emotional"",""Very believable"",Truthful,""Low credibility"",""Very unlikely""}","{Agree,Emotional,""Moderately believable"",""Moderately truthful"",""Slightly credible"",Unlikely}","{""Strongly agree"",Emotional,""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{8,11,12,13}","{13,14,15,16,27,28,29,30,31,32}","{22,24,25,27,28}","{13,15,16,17,18,28,33,34,40,41}","{0,1,2,3,4,5}","{29,30,31,36,38,39,41}",10.8519166668256,1,1,-2,2,1,1,-1,1,1,-2,2,-2,2,2,3,4,6,2,5,3,3,2,5,3,3,6,5,6,5,5,4,3,5,4,5,4,5,4,3,4,2,2,6,4,2,4,4,5,4,5,4,5,4,4,4,2,2,5,4,2,5,4,5,3,5,5,5,5,4,4,2,2,2,3,2,-3,-2,0,-2,-1,-1,-1,-2,-2,-3,-2,-2,-3,-2,-3
"04d60ca8-f928-49a3-a4b3-7d8c65084180","BIAS_GAUGE","True",0,"True","Male",22,"Some college","Intermediate",-1,"Several times per week","{""New York Times"",CNN,Reuters,""The Washington Post"",""The Wall Street Journal""}",1,1,-1,0,"{""Somewhat agree"",""Moderately emotional"",Believable,""Moderately truthful"",""Moderately credible"",Unlikely}","{Agree,Emotional,""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{""Somewhat disagree"",""Slightly emotional"",""Slightly believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{Agree,""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{""Somewhat disagree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{""Strongly agree"",Emotional,Believable,Truthful,""Low credibility"",Unlikely}","{""Somewhat agree"",Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{Agree,Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{Agree,""Moderately emotional"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{""Strongly agree"",""Very emotional"",""Moderately believable"",""Low truthfulness"",""Low credibility"",Unlikely}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{5}","{27,28}","{5,16}","{22,23}","{0,1,15,18}","{29,30,31}",12.8994666695595,1,2,1,-1,1,2,-1,1,3,1,1,2,2,3,1,4,5,4,3,3,4,3,3,5,5,4,5,4,6,4,5,3,4,3,4,3,4,4,5,4,4,4,4,4,4,4,3,4,4,4,3,4,4,5,4,4,4,3,2,4,4,3,4,4,4,3,4,4,2,4,4,4,3,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"f393e8a5-84a2-4151-b276-5ac6140622a0","BIAS_BAR","True",0,"True","Female",36,"Associate degree","Advanced",6,"Several times per week","{""The Washington Post"",""Huffington Post"",""New York Times"",""Fox News""}",-3,0,0,0,"{Agree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat disagree"",""Low emotionality"",Believable,Truthful,""Moderately credible"",""Very unlikely""}","{""Somewhat disagree"",""Low emotionality"",Believable,Truthful,""Moderately credible"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Somewhat disagree"",""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,Emotional,""Low believability"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Disagree,""Low emotionality"",Believable,""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,Emotional,""Slightly believable"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{Disagree,""Low emotionality"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{Disagree,""Low emotionality"",Believable,""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,Emotional,""Slightly believable"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{Agree,""Very emotional"",""Low believability"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{}","{}","{16,27,28}","{8,9,10,11,33}","{0,1,31,32,35,36,38,39}","{}",22.823916665713,2,-1,-1,1,-1,2,1,-2,2,-2,-2,2,2,2,1,3,2,2,3,2,5,3,2,5,2,2,5,6,6,2,4,5,5,4,4,2,4,5,3,3,5,3,2,2,4,4,5,5,3,4,3,4,4,2,3,4,3,3,2,4,3,4,4,3,4,2,4,4,2,3,4,2,2,2,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"c2cd4ff6-b483-445f-a342-c2d64b90f8a1","POLITICAL","True",0,"True","Male",26,"Bachelor’s degree","Advanced",0,"Several times per month","{CNN,Vice}",-4,5,0,0,"{""Strongly disagree"",""Not at all emotional"",Believable,""Very truthful"",""Very credible"",""Very unlikely""}","{Agree,""Not at all emotional"",""Moderately believable"",""Slightly truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",Believable,Truthful,Credible,""Very unlikely""}","{Agree,""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Strongly disagree"",""Not at all emotional"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Not at all emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{Disagree,""Not at all emotional"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Not at all emotional"",""Low believability"",""Low truthfulness"",""Not at all credible"",""Very unlikely""}","{""Somewhat agree"",""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{Disagree,""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{Agree,""Low emotionality"",""Low believability"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{Agree,""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly agree"",""Moderately emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{5,40}","{}","{16,22,23,24,25,26,27,28}","{0,1,2,3,8,9,10,11,21,22,23,24,25}","{0,1,18,19,32,35,36}","{29,53,54,55,56,57,58,59,60}",10.2419999996821,-3,2,-3,2,-3,3,1,-2,3,1,-2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,3,2,1,4,1,5,4,5,3,5,2,3,5,2,3,5,2,3,2,3,6,3,5,3,5,2,3,5,2,3,5,3,3,2,3,6,4,5,3,5,2,3,5,1,3,5,3,3,2,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"dbc7b417-69f4-499d-af93-aecc401edb92","CONTROL","True",0,"True","Male",65,"Some college","Advanced",-7,"Several times per day","{CNN,""CBS News"",""ABC News"",""Huffington Post"",MSNBC}",4,-4,-4,-1,"{Disagree,""Low emotionality"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{Agree,Emotional,""Low believability"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{Disagree,""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",Likely}","{""Somewhat agree"",""Slightly emotional"",""Very believable"",Truthful,""Moderately credible"",""Neither unlikely nor likely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Disagree,""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",Likely}","{""Strongly agree"",Emotional,""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Somewhat agree"",""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",Likely}","{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",Likely}","{""Somewhat agree"",""Moderately emotional"",""Very believable"",""Very truthful"",""Very credible"",Likely}","{""Somewhat disagree"",""Low emotionality"",""Very believable"",Truthful,Credible,Likely}","{Disagree,""Moderately emotional"",""Very believable"",""Very truthful"",""Very credible"",Likely}","{Disagree,""Low emotionality"",""Very believable"",Truthful,Credible,Likely}","{Agree,""Very emotional"",""Low believability"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Somewhat agree"",""Very emotional"",""Very believable"",Truthful,Credible,""Somewhat likely""}","{""Strongly disagree"",""Low emotionality"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{5,40,41}","{}","{16}","{0,1,2,3,22,33}","{0,1,31,32,42,43,44,45,46,47,48}","{}",26.3393666664759,-2,2,-2,1,-2,3,1,-3,1,-1,-2,-2,2,1,-3,2,5,1,3,1,5,1,1,4,2,4,2,6,6,2,6,2,6,6,6,1,6,7,6,6,6,6,2,6,7,6,3,6,5,6,1,6,7,6,5,6,5,1,5,7,6,2,6,4,6,1,6,7,6,5,6,5,1,5,7,-3,-3,2,0,2,-3,2,2,2,2,2,2,-3,1,3
"14ece2d1-5b20-4431-bdb3-ff11822ac58d","CONTROL","True",0,"True","Male",38,"Graduate work","Advanced",-7,"Several times per day","{CNN,MSNBC,Reuters,""USA Today"",""The Guardian"",""Business Insider""}",-1,2,0,0,"{Agree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Somewhat disagree"",""Low emotionality"",Believable,Truthful,Credible,""Somewhat unlikely""}","{""Somewhat agree"",""Moderately emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,""Very emotional"",Believable,""Moderately truthful"",Credible,""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Agree,""Moderately emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,""Very emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Disagree,""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",""Neither unlikely nor likely""}","{""Somewhat agree"",Emotional,""Moderately believable"",""Moderately truthful"",Credible,""Very unlikely""}","{Agree,""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",""Very truthful"",""Very credible"",""Neither unlikely nor likely""}","{""Somewhat agree"",""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly disagree"",""Low emotionality"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Neither unlikely nor likely""}","{5,13,27,36,37}","{}","{16}","{10,11,22,23,33}","{0,3,4,5,11,31,32,38}","{}",9.44823333422343,2,-1,1,2,2,2,1,-2,1,2,-3,1,2,1,-3,3,2,4,6,4,6,3,1,5,4,1,3,6,5,2,4,5,5,5,5,4,4,6,4,4,7,5,2,4,7,4,5,4,4,4,4,4,6,4,4,6,5,2,4,7,4,5,4,5,4,4,4,6,5,4,6,5,2,4,7,-3,-1,-3,-3,-3,-3,-3,0,-3,-3,0,-3,-3,-3,0
"050e6e02-f0fc-4434-a37f-b727146ab3eb","SENTIMENT","True",0,"True","Male",45,"Some college","Advanced",-1,"Several times per day","{CNN,Vice}",1,5,5,5,"{""Somewhat agree"",""Moderately emotional"",""Extremely believable"",""Very truthful"",""Very credible"",""Somewhat unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",""Somewhat unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",""Somewhat unlikely""}","{Disagree,""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Agree,Emotional,""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{Disagree,""Low emotionality"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{Disagree,""Low emotionality"",""Very believable"",""Very truthful"",""Very credible"",""Somewhat unlikely""}","{Agree,""Slightly emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{Agree,Emotional,Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Very believable"",""Very truthful"",""Very credible"",Unlikely}","{Agree,""Very emotional"",Believable,Truthful,Credible,Unlikely}","{""Strongly disagree"",""Moderately emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{Agree,""Very emotional"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Very emotional"",Believable,Truthful,Credible,""Very unlikely""}","{31,32,33,34,35}","{12,13,14,15,16}","{15,16,17}","{}","{0,1,2,3,4,5}","{47,48,49,50,51,52,53,54}",15.540566666921,1,-3,-3,-2,2,3,-2,-2,2,2,3,2,-3,2,3,4,1,1,2,5,7,2,2,3,5,7,6,4,6,6,7,6,6,4,2,3,2,6,2,5,6,5,6,5,5,6,6,6,4,2,3,2,6,2,5,6,5,6,5,5,6,6,6,4,2,3,2,6,2,5,6,5,6,5,5,-1,-1,-1,-3,-3,-3,-3,-1,-3,-3,-2,-2,-3,-3,-3
"baa0223f-43a2-4864-ac9a-e049f79d88f7","SENTIMENT","True",0,"True","Female",28,"Bachelor’s degree","Advanced",0,"Never or very rarely","{}",3,5,5,5,"{""Somewhat disagree"",""Low emotionality"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",""Somewhat unlikely""}","{""Strongly agree"",Emotional,""Very believable"",Truthful,Credible,""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Somewhat disagree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat agree"",Emotional,""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat agree"",""Not at all emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{Agree,""Very emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Slightly believable"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{Agree,Emotional,Believable,Truthful,Credible,""Very unlikely""}","{8,16,17,27,28,32,33,34,35,40,41,43}","{16,23,24,27,28,30,31,32}","{}","{}","{1,11,18,32}","{}",8.54993333419164,-1,3,-3,1,-1,1,1,1,2,2,1,-3,-3,2,2,2,5,1,4,3,5,1,1,6,3,3,1,1,3,5,4,6,7,3,3,3,2,3,4,3,3,3,4,3,5,3,5,6,3,3,3,2,3,4,3,3,2,4,3,5,3,5,6,3,3,3,2,3,4,3,3,2,4,3,5,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
