"participantId","heuristic","dataProcessingConsent","attentionCheckFailures","dataUsableForResearch","gender","age","educationLevel","englishLevel","politicalSpectrum","newsConsumption","newsOutlets","musk1","musk2","musk3","musk4","perception1","perception2","perception3","perception4","attentioncheck","perception5","perception6","perception7","perception8","perception9","detection1","detection2","detection3","detection4","detection5","detection6","annotation1","annotation2","annotation3","annotation4","annotation5","annotation6","duration","bias_perception1","bias_perception2","bias_perception3","bias_perception4","bias_perception5","bias_perception6","bias_perception7","bias_perception8","bias_perception9","bias_detection1","bias_detection2","bias_detection3","bias_detection4","bias_detection5","bias_detection6","sent_perception1","sent_perception2","sent_perception3","sent_perception4","sent_perception5","sent_perception6","sent_perception7","sent_perception8","sent_perception9","sent_detection1","sent_detection2","sent_detection3","sent_detection4","sent_detection5","sent_detection6","bel_perception1","bel_perception2","bel_perception3","bel_perception4","bel_perception5","bel_perception6","bel_perception7","bel_perception8","bel_perception9","bel_detection1","bel_detection2","bel_detection3","bel_detection4","bel_detection5","bel_detection6","truth_perception1","truth_perception2","truth_perception3","truth_perception4","truth_perception5","truth_perception6","truth_perception7","truth_perception8","truth_perception9","truth_detection1","truth_detection2","truth_detection3","truth_detection4","truth_detection5","truth_detection6","cred_perception1","cred_perception2","cred_perception3","cred_perception4","cred_perception5","cred_perception6","cred_perception7","cred_perception8","cred_perception9","cred_detection1","cred_detection2","cred_detection3","cred_detection4","cred_detection5","cred_detection6","share_perception1","share_perception2","share_perception3","share_perception4","share_perception5","share_perception6","share_perception7","share_perception8","share_perception9","share_detection1","share_detection2","share_detection3","share_detection4","share_detection5","share_detection6"
"f9fee925-3605-406f-953c-3d41b88e7767","CONTROL","True",0,"True","Female",58,"Some college","Advanced",1,"Several times per week","{CNN,""CBS News""}",-5,1,-1,-1,"{""Strongly agree"",Emotional,""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat disagree"",""Not at all emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Somewhat agree"",""Low emotionality"",""Slightly believable"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Somewhat agree"",""Slightly emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{Agree,""Moderately emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Low emotionality"",Believable,""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Moderately credible"",""Very unlikely""}","{Agree,Emotional,""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Somewhat agree"",Emotional,""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly agree"",""Slightly emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Strongly agree"",""Moderately emotional"",""Slightly believable"",""Very truthful"",""Slightly credible"",""Very unlikely""}","{Agree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly agree"",Emotional,""Slightly believable"",""Slightly truthful"",Credible,""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{5,27}","{4,5,6,7,8,9,10,26,27,28}","{7,16,17}","{10,11}","{0,1,31,32}","{}",22.342666665713,3,1,-1,1,1,2,1,1,2,1,3,3,2,3,1,5,3,1,2,3,4,2,4,5,5,3,4,3,5,4,2,3,5,3,2,2,5,3,1,3,2,3,3,3,4,2,3,4,3,2,2,3,3,1,3,2,6,3,3,4,2,3,4,2,2,2,3,4,1,3,2,3,3,5,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"474b7a4a-5397-40b4-9871-d2428714d626","SENTIMENT","True",0,"True","Female",66,"Graduate work","Advanced",-9,"Once per day","{""New York Times"",""CBS News""}",1,-4,-4,-4,"{""Strongly agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Not at all credible"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Very believable"",Truthful,Credible,""Very unlikely""}","{""Somewhat disagree"",""Slightly emotional"",""Moderately believable"",Truthful,Credible,""Very unlikely""}","{Agree,""Very emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Somewhat disagree"",Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Disagree,""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{Agree,""Extremely emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Strongly disagree"",""Low emotionality"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Strongly disagree"",""Moderately emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Somewhat likely""}","{Agree,""Very emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{Agree,""Very emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Somewhat disagree"",""Extremely emotional"",Believable,Truthful,Credible,Unlikely}","{8,27,34,35}","{}","{}","{0,1,2,3,11,22,23,24,25,33}","{3,4,5,11,32,35,36}","{29,59,60}",17.0390999992688,3,1,-1,2,-1,3,1,-2,2,2,-3,-3,2,2,-1,6,4,3,6,5,7,4,3,7,6,2,4,6,6,7,2,6,4,4,4,1,4,5,3,2,6,7,3,5,5,2,5,5,4,4,1,4,5,3,2,6,7,3,4,5,1,5,5,4,4,1,4,5,3,2,6,7,3,4,5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,-2
"7377466d-fc42-4df1-9429-07886768cd10","SENTIMENT","True",0,"True","Male",24,"Bachelor’s degree","Advanced",0,"Once per day","{""Fox News"",CNN,MSNBC,""New York Times"",Reuters,""ABC News"",""The Washington Post"",""The Wall Street Journal"",""Time magazine""}",2,2,1,1,"{Disagree,""Moderately emotional"",Believable,Truthful,Credible,""Somewhat likely""}","{Disagree,""Low emotionality"",""Very believable"",""Very truthful"",""Very credible"",""Neither unlikely nor likely""}","{Disagree,""Low emotionality"",""Very believable"",""Very truthful"",""Very credible"",""Somewhat unlikely""}","{Disagree,""Low emotionality"",""Very believable"",Truthful,""Very credible"",""Somewhat likely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Disagree,""Slightly emotional"",""Very believable"",Truthful,""Very credible"",Likely}","{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{Disagree,""Low emotionality"",Believable,Truthful,Credible,Unlikely}","{""Somewhat disagree"",""Low emotionality"",Believable,Truthful,Credible,""Somewhat unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{Disagree,""Slightly emotional"",""Very believable"",Truthful,Credible,Unlikely}","{""Somewhat disagree"",""Slightly emotional"",Believable,Truthful,Credible,""Somewhat unlikely""}","{""Somewhat disagree"",""Slightly emotional"",Believable,Truthful,Credible,""Somewhat unlikely""}","{""Somewhat disagree"",""Slightly emotional"",Believable,Truthful,""Very credible"",""Somewhat unlikely""}","{""Somewhat agree"",""Moderately emotional"",Believable,Truthful,Credible,""Somewhat unlikely""}","{""Somewhat disagree"",""Slightly emotional"",Believable,Truthful,Credible,Unlikely}","{8}","{27,28}","{16}","{33}","{0,1,11,32}","{59}",45.5453999996185,-2,-2,-2,-2,-2,1,-2,-1,1,-2,-1,-1,-1,1,-1,4,2,2,2,3,3,2,2,3,3,3,3,3,4,3,5,6,6,6,6,3,5,5,3,6,5,5,5,5,5,5,6,6,5,5,4,5,5,3,5,5,5,5,5,5,5,6,6,6,6,4,5,5,3,5,5,5,6,5,5,1,0,-1,1,2,-2,-2,-1,-2,-2,-1,-1,-1,-1,-2
"9d1e1fde-babd-42bf-a400-04c5fff771ee","BIAS_GAUGE","True",0,"True","Female",26,"Graduate work","Advanced",-6,"Once per day","{""New York Times""}",-2,-3,-4,0,"{""Somewhat agree"",""Moderately emotional"",Believable,Truthful,Credible,""Very unlikely""}","{Agree,""Very emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{Disagree,""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Somewhat disagree"",""Low emotionality"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{Disagree,""Low emotionality"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Strongly agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{Agree,Emotional,""Slightly believable"",""Slightly truthful"",""Moderately credible"",""Very unlikely""}","{Disagree,Emotional,Believable,Truthful,Credible,""Very unlikely""}","{Agree,""Very emotional"",""Moderately believable"",""Slightly truthful"",""Moderately credible"",""Very unlikely""}","{Agree,Emotional,Believable,""Moderately truthful"",Credible,""Very unlikely""}","{""Strongly agree"",Emotional,""Slightly believable"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Very believable"",Truthful,""Very credible"",""Very unlikely""}","{36,37,40,41}","{}","{7,16,22,24,25}","{11,22,33}","{0,1,13,31,32,38}","{29}",10.1268333355586,1,2,-2,1,-1,3,1,-2,3,2,-2,2,2,3,1,4,6,1,3,2,6,3,2,6,5,5,6,5,5,4,5,3,6,4,5,2,5,6,2,3,5,4,5,3,6,5,3,6,5,5,2,5,6,2,3,5,3,4,2,5,5,3,6,5,5,2,5,6,2,4,5,4,5,2,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"7f62c486-98ed-4b4c-a08f-49860b891eeb","CONTROL","True",0,"True","Female",32,"High school graduate","Advanced",-10,"Several times per day","{""CBS News"",""ABC News"",""New York Post"",""Huffington Post"",""The Washington Post"",CNN}",-4,-5,-5,-5,"{""Strongly disagree"",""Low emotionality"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Somewhat unlikely""}","{""Somewhat disagree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{""Somewhat disagree"",""Not at all emotional"",""Low believability"",""Slightly truthful"",""Slightly credible"",Unlikely}","{""Somewhat disagree"",""Low emotionality"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Somewhat disagree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{Disagree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{""Somewhat disagree"",""Slightly emotional"",Believable,Truthful,""Moderately credible"",Unlikely}","{""Somewhat disagree"",""Low emotionality"",""Slightly believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{Agree,""Low emotionality"",""Low believability"",""Low truthfulness"",""Low credibility"",Unlikely}","{""Somewhat disagree"",""Low emotionality"",Believable,""Moderately truthful"",""Moderately credible"",Unlikely}","{Disagree,""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{Agree,""Slightly emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",Unlikely}","{Agree,""Extremely emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",Unlikely}","{""Somewhat agree"",""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{2,3,4,5,6,7,8}","{18,19,20,21,22,23,24}","{17,18,19,20,21,22}","{27,28,29,30,31,32,33,34,35,36,37,38,39}","{0,1,2,3,4,5}","{26,27,28,29,30,31}",10.3223999977112,-3,-1,-1,-1,-1,1,-2,-1,-1,2,-1,-2,2,2,1,2,3,1,2,3,3,3,3,2,2,2,4,3,7,4,3,3,2,3,3,4,4,5,3,2,5,4,2,2,3,3,3,3,3,3,3,4,5,4,2,4,4,2,2,3,3,3,3,3,3,3,4,4,4,2,4,4,2,2,3,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"d4f10d84-e3f9-4e91-8958-d487e7a98e9c","CONTROL","True",0,"True","Female",36,"Associate degree","Advanced",-8,"Several times per month","{""CBS News"",BuzzFeed}",2,0,2,-2,"{Agree,Emotional,""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat disagree"",""Low emotionality"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly agree"",""Low emotionality"",""Slightly believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Somewhat agree"",""Low emotionality"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Disagree,""Not at all emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Low believability"",""Low truthfulness"",""Not at all credible"",""Very unlikely""}","{Agree,""Slightly emotional"",""Slightly believable"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Strongly agree"",""Not at all emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Somewhat agree"",Emotional,""Low believability"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{""Strongly agree"",""Very emotional"",""Low believability"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Disagree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Slightly believable"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{5,8,27,28}","{}","{}","{0,1,2,3,10,11}","{1,32,33,35,36,38}","{29,30,31,36,37,38,39,40,41,58,59,60}",18.3423833370209,2,-1,3,1,-2,3,2,3,1,3,-3,-2,1,3,1,5,2,2,2,1,7,3,1,5,6,1,3,4,7,4,2,3,3,4,5,2,3,1,2,2,5,3,3,2,3,2,3,4,3,4,2,2,1,3,1,4,3,2,2,3,2,3,4,3,4,1,2,1,2,1,4,2,2,2,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"251e12ad-9b99-4e69-a635-1610f2fd82b0","POLITICAL","True",0,"True","Male",28,"Bachelor’s degree","Advanced",-5,"Several times per day","{MSNBC}",1,1,-1,0,"{Agree,""Moderately emotional"",""Slightly believable"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",Credible,""Somewhat unlikely""}","{""Somewhat agree"",""Not at all emotional"",""Slightly believable"",""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{""Strongly agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Not at all credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Disagree,""Low emotionality"",Believable,Truthful,Credible,""Somewhat likely""}","{""Strongly agree"",""Very emotional"",""Low believability"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Somewhat disagree"",""Not at all emotional"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",Unlikely}","{""Somewhat disagree"",""Low emotionality"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",""Somewhat unlikely""}","{Disagree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{Agree,""Slightly emotional"",""Low believability"",""Low truthfulness"",""Not at all credible"",""Very unlikely""}","{""Somewhat agree"",""Extremely emotional"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Somewhat unlikely""}","{""Strongly agree"",""Extremely emotional"",""Moderately believable"",Truthful,""Moderately credible"",""Neither unlikely nor likely""}","{""Strongly agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Neither unlikely nor likely""}","{Agree,Emotional,""Moderately believable"",""Slightly truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{5,27,28,34,35,40}","{0,1,27,28}","{7,8,9,16,22,24,25,45}","{22,33}","{0,1,11,31,32,38}","{29,36,59,60}",23.3764166673025,2,1,1,3,-2,3,-1,-1,-2,2,1,3,3,3,2,4,3,1,6,2,6,1,2,3,3,7,7,6,7,5,3,4,3,2,5,2,4,4,3,2,4,4,2,3,4,2,4,4,2,5,1,4,3,3,2,4,5,2,3,3,2,5,4,1,5,1,3,3,3,1,3,4,2,3,4,-3,-1,0,-3,1,-3,-2,-1,-2,-3,-1,0,-3,0,0
"7a06b581-ccf8-4df7-bc8b-005101d6a70e","POLITICAL","True",0,"True","Female",29,"Bachelor’s degree","Advanced",-6,"Once per day","{""Fox News"",CNN,""USA Today"",""The Guardian"",""Time magazine""}",2,3,2,3,"{Agree,Emotional,Believable,""Very truthful"",Credible,""Somewhat likely""}","{""Somewhat agree"",""Moderately emotional"",""Very believable"",""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{Disagree,Emotional,""Low believability"",""Low truthfulness"",""Moderately credible"",""Somewhat likely""}","{""Somewhat disagree"",""Moderately emotional"",Believable,""Slightly truthful"",""Moderately credible"",""Somewhat unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Somewhat agree"",""Moderately emotional"",Believable,Truthful,""Moderately credible"",""Somewhat likely""}","{""Somewhat disagree"",""Slightly emotional"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",""Neither unlikely nor likely""}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",Credible,""Neither unlikely nor likely""}","{""Somewhat disagree"",Emotional,""Moderately believable"",""Moderately truthful"",Credible,""Somewhat likely""}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",Truthful,""Moderately credible"",""Neither unlikely nor likely""}","{""Somewhat agree"",""Moderately emotional"",Believable,Truthful,""Moderately credible"",""Somewhat likely""}","{Agree,Emotional,Believable,""Moderately truthful"",Credible,""Somewhat likely""}","{""Somewhat agree"",""Moderately emotional"",Believable,Truthful,""Moderately credible"",""Somewhat likely""}","{""Somewhat disagree"",""Slightly emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{Agree,Emotional,Believable,Truthful,""Moderately credible"",""Somewhat likely""}","{""Somewhat agree"",Emotional,""Moderately believable"",""Moderately truthful"",Credible,""Somewhat likely""}","{}","{}","{}","{}","{}","{}",15.7609666665395,2,1,-2,-1,1,-1,1,-1,1,1,2,1,-1,2,1,5,4,5,4,4,3,4,5,4,4,5,4,3,5,5,5,6,2,5,5,4,4,4,4,5,5,5,5,5,4,6,4,2,3,5,3,4,4,5,5,4,5,4,5,4,5,4,4,4,4,3,5,5,4,4,5,4,4,4,5,1,0,1,-1,1,0,0,1,0,1,1,1,0,1,1
"e4db4ed0-d0f2-4fb4-a2c8-064a9c599df6","POLITICAL","True",0,"True","Male",27,"High school graduate","Advanced",2,"Several times per month","{}",-1,1,1,1,"{Disagree,""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{Agree,""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat disagree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Agree,""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",Emotional,""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat disagree"",""Slightly emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Somewhat disagree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Somewhat disagree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{8,13,27,34,40}","{16,27,28}","{7,22,24,25,41}","{11,22}","{5,33,35,44,47}","{29}",9.03571666876475,-2,2,1,-1,2,3,-1,-1,2,2,1,3,1,3,-1,3,4,3,3,4,5,3,3,5,3,4,4,3,4,3,5,4,3,3,4,3,5,4,4,3,4,4,3,4,3,5,4,3,3,4,3,4,4,4,3,4,4,3,4,3,5,4,3,3,4,3,4,4,4,3,4,4,3,4,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"4aca20b2-85d3-494b-ab33-9c8aac184b30","POLITICAL","True",0,"True","Male",33,"Bachelor’s degree","Advanced",-6,"Several times per day","{""New York Times"",Reuters,""The Washington Post""}",4,-5,-5,-5,"{Disagree,Emotional,""Extremely believable"",""Not at all truthful"",""Extremely credible"",""Very unlikely""}","{Disagree,""Low emotionality"",""Very believable"",""Moderately truthful"",""Very credible"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Strongly disagree"",""Not at all emotional"",""Not at all believable"",""Not at all truthful"",""Extremely credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",Believable,""Moderately truthful"",Credible,""Very unlikely""}","{""Strongly agree"",Emotional,""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{Agree,""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly disagree"",Emotional,""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{""Strongly disagree"",""Very emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{""Strongly agree"",""Very emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{36,37}","{27,28}","{16,22}","{10,11,22,23,24,25}","{1,32,33,35,36}","{29,59}",19.4527999997139,-2,-2,-3,1,-3,3,-3,-3,3,2,-3,-3,3,3,3,5,2,1,4,1,7,1,1,5,4,5,6,6,7,7,7,6,7,6,1,1,5,5,1,4,7,7,1,7,7,1,4,7,6,1,1,5,4,1,4,7,7,1,7,7,7,6,7,6,7,1,5,5,1,4,7,7,1,7,7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
